"node_id","duration","items"
0,3,5
0,3,5
0,6,8
0,6,10
0,9,13
0,15,25
0,15,26
0,18,24
0,24,34
0,24,42
0,30,53
0,30,54
0,36,47
0,39,55
0,42,55
0,45,45
0,51,58
0,54,61
0,57,64
0,57,57
0,60,60
0,60,55
0,63,57
0,66,39
0,69,50
0,72,47
0,75,48
0,78,60
0,81,70
0,81,75
0,87,81
0,93,88
0,102,103
0,105,59
0,108,63
0,108,75
0,114,80
0,117,87
0,120,59
0,126,79
0,129,63
0,132,75
0,135,78
0,141,74
0,141,78
0,147,82
0,147,74
0,150,81
0,153,82
0,159,90
0,159,76
0,162,80
0,165,81
0,171,96
0,171,76
0,174,84
0,177,85
0,180,84
0,186,91
0,189,81
0,192,87
0,192,82
0,195,84
0,198,74
0,201,85
0,204,93
0,207,99
0,207,88
0,210,90
0,210,92
0,213,81
0,216,92
0,219,94
0,219,96
0,222,109
0,225,96
0,225,83
0,228,86
0,231,85
0,231,88
0,234,91
0,234,90
0,234,81
0,237,84
0,243,94
0,246,94
0,252,101
0,258,108
0,261,104
0,273,152
0,276,153
0,276,148
0,282,164
0,288,134
0,288,141
0,297,119
0,300,119
0,306,120
0,309,114
0,309,109
0,312,109
0,315,108
0,315,91
0,321,86
0,321,86
0,324,86
0,324,86
0,327,86
0,330,86
0,333,86
0,336,86
0,336,86
0,339,86
0,342,86
0,342,86
0,345,86
0,348,86
0,348,86
0,351,86
0,354,86
0,357,86
0,360,86
1,3,5
1,6,7
1,6,9
1,9,12
1,12,18
1,15,26
1,15,24
1,18,34
1,21,38
1,24,42
1,27,30
1,27,33
1,27,34
1,30,37
1,30,25
1,33,27
1,33,26
1,33,29
1,36,28
1,39,38
1,42,38
1,48,52
1,48,45
1,51,47
1,51,39
1,57,50
1,60,59
1,60,60
1,69,56
1,72,64
1,72,56
1,75,59
1,75,59
1,78,67
1,84,75
1,87,55
1,87,57
1,90,59
1,93,71
1,93,66
1,96,69
1,96,57
1,99,57
1,102,67
1,105,59
1,111,75
1,111,79
1,114,78
1,114,80
1,120,79
1,123,85
1,123,67
1,126,65
1,129,72
1,132,67
1,138,70
1,138,74
1,144,83
1,150,89
1,156,84
1,156,83
1,159,82
1,162,82
1,171,99
1,174,90
1,180,95
1,189,109
1,189,117
1,195,103
1,195,99
1,198,83
1,201,92
1,201,91
1,201,85
1,204,86
1,204,83
1,213,103
1,219,114
1,222,128
1,225,119
1,228,129
1,228,118
1,231,120
1,237,102
1,240,103
1,240,104
1,243,92
1,243,87
1,246,88
1,249,104
1,252,102
1,255,103
1,255,97
1,255,101
1,258,102
1,261,111
1,264,119
1,264,111
1,267,114
1,267,110
1,270,109
1,270,107
1,276,122
1,279,128
1,279,125
1,282,130
1,288,117
1,291,114
1,300,122
1,303,127
1,306,122
1,312,91
1,315,91
1,318,91
1,321,91
1,327,88
1,333,87
1,333,87
1,342,87
1,345,87
1,348,87
1,351,87
1,351,87
1,354,87
1,357,87
1,360,87
1,360,87
2,3,7
2,9,10
2,9,12
2,12,17
2,18,18
2,18,25
2,21,25
2,21,29
2,21,30
2,27,37
2,36,41
2,42,59
2,45,68
2,45,71
2,48,77
2,54,70
2,54,70
2,63,67
2,66,75
2,66,58
2,69,63
2,75,60
2,78,63
2,81,72
2,84,75
2,84,67
2,90,72
2,90,71
2,96,73
2,99,73
2,99,69
2,102,64
2,105,69
2,105,66
2,108,71
2,111,69
2,111,76
2,114,79
2,117,85
2,120,66
2,126,79
2,126,74
2,129,73
2,132,81
2,132,77
2,135,60
2,135,69
2,138,61
2,141,69
2,141,66
2,144,69
2,147,73
2,150,84
2,150,83
2,153,76
2,156,73
2,156,68
2,159,79
2,162,85
2,165,85
2,165,86
2,168,83
2,168,74
2,168,75
2,174,79
2,174,77
2,177,85
2,180,84
2,183,80
2,186,86
2,186,92
2,207,110
2,210,110
2,210,112
2,213,103
2,216,113
2,216,110
2,222,125
2,234,133
2,237,133
2,240,142
2,243,97
2,246,102
2,246,107
2,249,111
2,252,101
2,255,105
2,258,113
2,258,115
2,261,120
2,261,118
2,267,133
