"node_id","duration","items"
0,0,15
0,1,15
0,1,15
0,2,16
0,2,17
0,4,18
0,5,21
0,5,20
0,6,20
0,7,20
0,7,21
0,8,21
0,8,21
0,9,21
0,9,21
0,10,22
0,11,23
0,11,22
0,12,24
0,12,24
0,13,23
0,14,25
0,15,26
0,16,26
0,17,28
0,18,24
0,19,24
0,19,22
0,20,24
0,21,26
0,23,24
0,24,25
0,25,24
0,25,24
0,26,25
0,27,24
0,28,24
0,28,24
0,29,24
0,29,24
0,30,26
0,31,27
0,31,27
0,32,28
0,33,28
0,33,27
0,34,29
0,35,29
0,36,32
0,37,31
0,39,34
0,39,33
0,45,32
0,46,34
0,47,34
0,48,35
0,49,34
0,50,36
0,52,38
0,53,38
0,54,38
0,54,37
0,55,35
0,56,37
0,57,37
0,58,38
0,60,42
0,61,40
0,61,38
0,63,41
0,64,43
0,64,41
0,65,42
0,66,42
0,70,49
0,71,47
0,71,42
0,72,43
0,72,43
0,75,45
0,77,46
0,77,46
0,78,47
0,79,45
0,80,47
0,80,47
0,82,48
0,82,46
0,84,49
0,87,50
0,88,50
0,89,49
0,90,50
0,91,52
0,93,54
0,93,54
0,94,53
0,95,54
0,95,54
0,97,56
0,97,53
0,98,54
0,99,56
0,100,55
0,101,57
0,104,58
0,105,57
0,106,57
0,108,56
0,108,56
0,109,57
0,111,59
0,112,59
0,113,58
0,114,60
0,114,60
0,116,63
0,118,61
0,118,61
0,119,58
0,121,59
0,122,60
0,123,58
0,123,58
0,125,61
0,126,60
0,127,60
0,128,61
0,129,59
0,130,61
0,132,62
0,133,63
0,133,63
0,134,64
0,135,65
0,135,63
0,136,64
0,136,65
0,137,65
0,139,67
0,141,65
0,142,65
0,143,67
0,144,69
0,146,69
0,146,70
0,147,66
0,147,66
0,148,68
0,149,69
0,151,69
0,152,70
0,153,68
0,153,69
0,154,70
0,155,69
0,157,72
0,159,72
0,160,71
0,161,72
0,162,73
0,162,73
0,163,73
0,164,73
0,166,75
0,166,75
0,167,73
0,168,74
0,168,75
0,169,75
0,170,75
0,170,75
0,171,74
0,171,74
0,172,75
0,173,76
0,175,77
0,175,77
0,176,76
0,179,78
0,179,78
0,180,78
0,181,76
0,182,78
0,182,78
0,183,79
0,184,77
0,185,78
0,185,76
0,187,79
0,187,78
0,188,79
0,188,79
0,189,79
0,189,78
0,190,78
0,191,79
0,191,78
0,192,79
0,192,80
0,193,81
0,194,80
0,195,81
0,195,80
0,196,81
0,196,82
0,197,83
0,198,81
0,198,82
0,199,83
0,199,80
0,200,81
0,200,82
0,201,83
0,201,81
0,202,82
0,202,82
0,203,83
0,204,82
0,205,83
0,205,82
0,206,83
0,209,83
0,210,84
0,211,82
0,212,83
0,214,85
0,216,88
0,217,90
0,219,92
0,220,93
0,220,90
0,221,84
0,223,86
0,224,87
0,225,88
0,226,88
0,227,90
0,227,88
0,229,90
0,231,92
0,231,90
0,232,90
0,237,92
0,238,94
0,238,93
0,239,88
0,241,90
0,241,89
0,242,89
0,242,89
0,243,90
0,245,92
0,246,93
0,246,92
0,249,93
0,249,91
0,250,92
0,251,91
0,252,92
0,252,92
0,254,94
0,254,93
0,255,93
0,256,94
0,257,91
0,258,92
0,259,93
0,259,94
0,260,94
0,261,92
0,262,93
0,263,94
0,263,94
0,264,95
0,264,95
0,265,96
0,265,94
0,266,95
0,269,98
0,270,99
0,272,100
0,273,101
0,273,96
0,276,100
0,277,101
0,278,102
0,278,101
0,279,102
0,279,99
0,280,99
0,283,102
0,284,103
0,285,105
0,285,104
0,286,104
0,286,103
0,287,102
0,289,104
0,291,105
0,292,107
0,293,108
0,294,106
0,294,105
0,295,106
0,295,104
0,297,106
0,297,105
0,298,106
0,298,107
0,300,106
0,301,108
0,302,108
0,303,108
0,305,107
0,307,107
0,307,106
0,308,105
0,310,105
0,312,105
0,314,105
0,314,105
0,315,105
0,315,105
0,317,105
0,318,105
0,319,105
0,319,105
0,320,105
0,321,105
0,321,105
0,322,105
0,323,105
0,324,105
0,325,105
0,325,105
0,326,105
0,327,105
0,328,105
0,329,105
0,330,105
0,330,105
0,332,105
0,333,105
0,334,105
0,334,105
0,335,105
0,336,105
0,336,105
0,339,105
0,341,105
0,342,105
0,343,105
0,344,105
0,344,105
0,345,105
0,346,105
0,347,105
0,349,105
0,349,105
0,350,105
0,351,105
0,352,105
0,354,105
0,355,105
0,355,105
0,356,105
0,356,105
0,358,105
0,359,105
1,0,19
1,3,21
1,3,22
1,4,23
1,4,23
1,5,24
1,6,26
1,8,27
1,10,26
1,13,31
1,16,30
1,18,31
1,19,31
1,20,30
1,20,30
1,21,31
1,22,32
1,22,31
1,28,35
1,29,35
1,30,36
1,31,37
1,34,35
1,34,35
1,35,35
1,35,35
1,36,36
1,37,38
1,38,39
1,38,40
1,39,40
1,40,38
1,40,37
1,41,38
1,41,38
1,42,39
1,43,40
1,44,42
1,45,41
1,46,42
1,47,44
1,48,43
1,48,43
1,49,41
1,50,43
1,51,40
1,52,41
1,52,42
1,53,44
1,54,46
1,56,46
1,58,48
1,58,46
1,59,46
1,59,43
1,60,44
1,62,45
1,62,45
1,63,46
1,63,43
1,65,46
1,66,47
1,67,46
1,68,48
1,69,48
1,70,49
1,71,48
1,73,47
1,73,47
1,74,48
1,74,48
1,75,49
1,76,49
1,76,49
1,77,50
1,78,48
1,78,48
1,79,48
1,80,48
