"node_id","duration","items"
0,30,38
0,90,103
0,120,244
0,150,255
0,180,424
0,240,630
0,300,773
0,330,755
0,390,875
0,390,1044
0,450,1212
0,480,1101
0,510,1076
0,540,1160
0,570,1177
0,600,1417
0,630,1454
0,690,1573
0,750,1103
0,810,1327
0,840,1301
0,840,1257
0,840,1202
0,930,1390
0,960,1219
0,990,1370
0,990,1240
0,1020,1275
0,1020,1301
0,1080,1424
0,1080,1369
0,1140,1443
0,1170,1428
0,1200,1641
0,1260,1730
0,1350,2095
0,1380,2120
0,1380,2111
0,1440,2178
0,1470,2045
0,1530,2099
0,1560,2057
0,1560,1970
0,1590,1909
0,1590,1219
0,1620,1245
0,1620,1236
0,1650,1293
0,1650,1272
0,1710,1495
0,1710,1389
0,1710,1371
0,1740,1420
0,1770,1455
0,1800,1495
0,1830,1594
0,1860,1567
0,1920,1852
0,2010,1691
0,2130,1855
0,2131,1973
0,2161,1971
0,2191,1783
0,2221,1823
0,2251,1842
0,2281,1873
0,2341,2224
0,2341,2166
0,2371,1960
0,2401,1901
0,2401,1867
0,2431,1890
0,2461,1988
0,2521,2191
0,2551,2323
0,2581,2345
0,2641,2236
0,2641,2295
0,2641,2214
0,2671,1640
0,2671,1575
0,2701,1504
0,2761,1695
0,2761,1711
0,2791,1847
0,2821,1703
0,2851,1674
0,2851,1574
0,2851,1591
0,2881,1554
0,2941,1683
0,2941,1598
0,2971,1639
0,3001,1638
0,3001,1675
0,3031,1611
0,3031,1597
0,3091,1702
0,3091,1694
0,3091,1721
0,3151,1770
0,3181,1866
0,3211,1977
0,3241,1901
0,3241,1877
0,3361,2129
0,3391,1942
0,3421,2012
0,3421,1995
0,3421,1853
0,3451,1777
0,3481,1834
0,3601,2221
0,3601,2123
0,3631,1809
0,3661,1697
1,30,21
1,60,61
1,90,135
1,120,193
1,180,478
1,180,526
1,270,715
1,270,719
1,270,666
1,300,667
1,360,750
1,360,744
1,360,782
1,420,851
1,540,1337
1,540,1417
1,570,1417
1,630,1506
1,660,1322
1,660,1350
1,690,1407
1,690,1412
1,720,1178
1,780,1061
1,780,1127
1,900,1523
1,930,1572
1,930,1305
1,930,1229
1,960,1141
1,990,1140
1,1020,962
1,1080,1029
1,1110,1259
1,1140,1147
1,1170,1235
1,1200,1232
1,1230,1244
1,1230,1172
1,1230,1170
1,1260,1196
1,1290,1219
1,1320,1327
1,1350,1319
1,1350,1370
1,1380,1455
1,1470,1736
1,1470,1719
1,1470,1656
1,1500,1623
1,1500,1619
1,1530,1232
1,1680,1607
1,1680,1681
1,1710,1571
1,1740,1730
1,1740,1652
1,1770,1722
1,1800,1585
1,1830,1610
1,1830,1555
1,1860,1380
1,1890,1427
1,1890,1450
1,1920,1448
1,1950,1522
1,1950,1350
1,1950,1316
1,1980,1309
1,1980,1301
1,2040,1452
1,2130,1577
1,2161,1665
1,2220,1859
1,2251,1947
1,2311,1832
1,2371,2040
1,2371,1985
1,2401,1885
1,2431,1920
