"node_id","duration","items"
1,1,18
1,2,19
1,2,20
1,3,20
1,6,23
1,6,25
1,7,24
1,8,24
1,9,26
1,9,23
1,11,25
1,14,26
1,14,28
1,16,28
1,16,27
1,18,30
1,19,31
1,21,32
1,21,31
1,23,34
1,24,34
1,25,34
1,26,32
1,28,34
1,28,34
1,29,34
1,31,37
1,31,35
1,32,36
1,33,35
1,34,36
1,36,38
1,36,39
1,37,40
1,37,36
1,38,37
1,39,38
1,40,39
1,40,39
1,41,40
1,41,39
1,42,39
1,42,40
1,43,41
1,43,37
1,44,38
1,44,39
1,45,40
1,45,39
1,46,40
1,46,41
1,47,42
1,48,41
1,50,41
1,50,40
1,51,41
1,53,43
1,54,41
1,57,46
1,57,42
1,60,43
1,60,41
1,61,42
1,63,44
1,63,41
1,64,42
1,66,42
1,67,43
1,68,44
1,69,46
1,71,49
1,71,46
1,73,48
1,74,49
1,75,48
1,76,46
1,77,44
1,78,46
1,79,46
1,80,45
1,80,46
1,81,46
1,82,48
1,83,48
1,84,50
1,84,50
1,85,51
1,86,48
1,86,48
1,87,47
1,88,50
1,89,49
1,92,53
1,93,51
1,94,50
1,95,52
1,95,52
1,96,53
1,97,54
1,99,54
1,100,53
1,100,54
1,101,54
1,102,54
1,102,54
1,105,56
1,107,56
1,108,55
1,110,55
1,110,56
1,111,57
1,112,58
1,113,58
1,113,58
1,115,59
1,117,61
1,117,59
1,118,57
1,119,59
1,120,60
1,120,58
1,121,60
1,122,61
1,123,62
1,124,63
1,124,62
1,125,61
1,126,62
1,127,63
1,128,63
1,129,64
1,130,63
1,130,63
1,131,64
1,132,64
1,132,65
1,133,66
1,135,67
1,136,66
1,137,67
1,138,67
1,139,69
1,139,70
1,140,67
1,140,67
1,141,67
1,141,67
1,142,66
1,144,68
1,144,67
1,145,68
1,148,70
1,148,68
1,149,68
1,150,69
1,150,69
1,151,70
1,154,70
1,156,72
1,157,71
1,158,70
1,159,71
1,161,73
1,161,73
1,164,75
1,165,76
1,169,80
1,169,80
1,173,81
1,173,79
1,174,76
1,175,77
1,176,77
1,177,78
1,179,80
1,180,80
1,180,76
1,181,77
1,181,78
1,182,78
1,184,79
1,186,82
1,187,83
1,189,85
1,189,83
1,191,83
1,191,83
1,192,82
1,193,85
1,194,84
1,194,83
1,195,84
1,200,88
1,200,87
1,202,87
1,202,83
1,205,87
1,206,87
1,207,87
1,210,91
1,210,90
1,212,89
1,213,90
1,214,92
1,216,90
1,216,90
1,218,91
1,218,89
1,219,90
1,219,90
1,220,91
1,222,93
1,222,91
1,223,90
1,224,91
1,224,88
1,225,90
1,225,90
1,226,90
1,227,92
1,228,92
1,230,95
1,230,92
1,231,93
1,232,95
1,232,94
1,234,96
1,235,95
1,237,97
1,238,98
1,239,97
1,240,98
1,240,97
1,241,97
1,242,96
1,243,97
1,243,97
1,245,98
1,245,97
1,247,97
1,251,101
1,251,98
1,252,96
1,253,97
1,254,98
1,255,97
1,256,98
1,256,97
1,257,98
1,258,97
1,259,98
1,260,99
1,261,100
1,262,98
1,265,103
1,266,104
1,268,101
1,269,102
1,269,101
1,270,101
1,271,102
1,272,101
1,273,102
1,274,100
1,275,101
1,277,103
1,277,103
1,278,103
1,282,104
1,283,105
1,284,106
1,285,108
1,288,108
1,289,108
1,289,106
1,290,105
1,291,107
1,292,109
1,293,111
1,293,110
1,295,111
1,296,112
1,297,112
1,298,113
1,299,113
1,300,108
1,301,109
1,301,110
1,302,111
1,303,111
1,303,108
1,305,108
1,305,108
1,306,108
1,306,108
1,307,108
1,308,108
1,308,108
1,309,108
1,309,108
1,310,108
1,311,108
1,312,108
1,313,108
1,313,108
1,315,108
1,315,108
1,316,108
1,317,108
1,318,108
1,320,108
1,322,108
1,323,108
1,324,108
1,325,108
1,326,108
1,326,108
1,327,108
1,328,108
1,330,108
1,331,108
1,332,108
1,333,108
1,335,108
